Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCA_003249015.1	Pseudanabaena sp.				ULC187bin1		NCBI Prokaryotic Genome Annotation Pipeline	4472112	Scaffold	2018-06-19	QBLS01
GCA_003249035.1	Pseudanabaena sp.				ULC068bin1		NCBI Prokaryotic Genome Annotation Pipeline	4556816	Scaffold	2018-06-19	QBMK01
GCA_003488605.1	Pseudanabaena sp.				UBA10436		NCBI Prokaryotic Genome Annotation Pipeline	3923844	Scaffold	2018-09-06	DNLA01
GCF_000332175.1	Pseudanabaena sp. PCC 6802		PCC 6802				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5621883	Scaffold	2013-01-22	ALVK01
GCA_000332175.1	Pseudanabaena sp. PCC 6802		PCC 6802					5621883	Scaffold	2013-01-22	ALVK01
GCA_025055675.1	Pseudanabaenaceae cyanobacterium SKYG29				SKYG29		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2561926	Scaffold	2022-09-07	JANWWT01
GCA_003447215.1	Richelia sp.				UBA11571		NCBI Prokaryotic Genome Annotation Pipeline	2236753	Scaffold	2018-09-04	DLZW01
GCA_012032385.1	Richelia sp. RM1_1_1				RM1_1_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9611769	Scaffold	2020-04-05	JAAUQH01
GCA_012033295.1	Richelia sp. RM2_1_2				RM2_1_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10771835	Scaffold	2020-04-05	JAAURC01
GCA_012033205.1	Richelia sp. SL_2_1				SL_2_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7552247	Scaffold	2020-04-05	JAAUSO01
GCA_012031715.1	Richelia sp. SM1_7_0				SM1_7_0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8882331	Scaffold	2020-04-05	JAAUTV01
GCA_012031665.1	Richelia sp. SM2_1_7				SM2_1_7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6143886	Scaffold	2020-04-05	JAAUUF01
GCF_019973055.1	Rivularia sp. IAM M-261		IAM M-261				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	11292443	Scaffold	2021-08-06	BPQA01
GCA_019973055.1	Rivularia sp. IAM M-261		IAM M-261				Annotation submitted by Applied Chemistry and Life Science, Toyohashi University of Technology	11292443	Scaffold	2021-08-06	BPQA01
GCF_000346485.2	Scytonema hofmannii PCC 7110		PCC 7110				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	12294410	Scaffold	2016-03-16	ANNX02
GCA_000346485.2	Scytonema hofmannii PCC 7110		PCC 7110				NCBI Prokaryotic Genome Annotation Pipeline	12294410	Scaffold	2016-03-16	ANNX02
GCF_001904675.1	Scytonema sp. HK-05		HK-05				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9564226	Scaffold	2016-12-14	MRCF01
GCA_001904675.1	Scytonema sp. HK-05		HK-05				NCBI Prokaryotic Genome Annotation Pipeline	9564226	Scaffold	2016-12-14	MRCF01
GCF_000828085.3	Scytonema tolypothrichoides VB-61278		VB-61278				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7893269	Scaffold	2019-10-25	JXCA02
GCA_000828085.3	Scytonema tolypothrichoides VB-61278		VB-61278				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7893269	Scaffold	2019-10-25	JXCA02
GCA_003241845.1	Shackletoniella antarctica				ULC041bin1		NCBI Prokaryotic Genome Annotation Pipeline	4711992	Scaffold	2018-06-18	QBMN01
GCA_003249095.1	Snowella sp.				ULC335bin1		NCBI Prokaryotic Genome Annotation Pipeline	4608211	Scaffold	2018-06-19	QBMS01
GCF_009846485.1	Sodalinema gerasimenkoae IPPAS B-353		IPPAS B-353				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4866307	Scaffold	2020-01-09	ATDS01
GCA_009846485.1	Sodalinema gerasimenkoae IPPAS B-353		IPPAS B-353					4866307	Scaffold	2020-01-09	ATDS01
GCF_001586785.1	Sphaerospermopsis aphanizomenoides BCCUSP55		BCCUSP55				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6096273	Scaffold	2021-01-10	LUFH02
GCA_001586785.2	Sphaerospermopsis aphanizomenoides BCCUSP55		BCCUSP55				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6096273	Scaffold	2021-01-10	LUFH02
GCA_010672785.1	Sphaerospermopsis sp. SIO1G1				SIO1G1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5187854	Scaffold	2020-02-16	JAAHFX01
GCA_010672725.1	Sphaerospermopsis sp. SIO1G2				SIO1G2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5610197	Scaffold	2020-02-16	JAAHFY01
GCF_001890765.1	Spirulina major PCC 6313		PCC 6313				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5050153	Scaffold	2016-12-07	ALVQ01
GCA_001890765.1	Spirulina major PCC 6313		PCC 6313					5050153	Scaffold	2016-12-07	ALVQ01
GCA_010672165.1	Spirulina sp. SIO3F2				SIO3F2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7298690	Scaffold	2020-02-16	JAAHHN01
GCF_000314005.1	Spirulina subsalsa PCC 9445		PCC 9445				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5323600	Scaffold	2012-11-26	ALVR01
GCA_000314005.1	Spirulina subsalsa PCC 9445		PCC 9445					5323600	Scaffold	2012-11-26	ALVR01
GCA_012031265.1	Spirulinaceae cyanobacterium SM2_1_0				SM2_1_0		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5028328	Scaffold	2020-04-05	JAAUTY01
GCF_003003795.1	Stenomitos frigidus ULC18		ULC18				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6984011	Scaffold	2018-03-15	PVWK01
GCA_003003795.1	Stenomitos frigidus ULC18		ULC18				NCBI Prokaryotic Genome Annotation Pipeline	6984011	Scaffold	2018-03-15	PVWK01
GCA_010672995.1	Symploca sp. SIO1A3				SIO1A3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9244481	Scaffold	2020-02-16	JAAHFM01
GCA_010672945.1	Symploca sp. SIO1B1				SIO1B1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10325590	Scaffold	2020-02-16	JAAHFO01
GCA_010672925.1	Symploca sp. SIO1C2				SIO1C2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8667638	Scaffold	2020-02-16	JAAHFP01
GCA_010672885.1	Symploca sp. SIO1C4				SIO1C4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7355195	Scaffold	2020-02-16	JAAHFQ01
GCA_010672535.1	Symploca sp. SIO2B6				SIO2B6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10004434	Scaffold	2020-02-16	JAAHGI01
GCA_010692635.1	Symploca sp. SIO2C1				SIO2C1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8166785	Scaffold	2020-02-16	JAAHGL01
GCA_010672405.1	Symploca sp. SIO2D2				SIO2D2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9199556	Scaffold	2020-02-16	JAAHGQ01
GCA_010672425.1	Symploca sp. SIO2E6				SIO2E6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8963760	Scaffold	2020-02-16	JAAHGR01
GCA_010692645.1	Symploca sp. SIO2E9				SIO2E9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7745768	Scaffold	2020-02-16	JAAHGS01
GCA_010692575.1	Symploca sp. SIO2G7				SIO2G7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9241475	Scaffold	2020-02-16	JAAHGZ01
GCA_010692425.1	Symploca sp. SIO3C6				SIO3C6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7491140	Scaffold	2020-02-16	JAAHHJ01
GCF_024178385.1	Symplocastrum sp. BBK-W-15		BBK-W-15				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6604967	Scaffold	2022-07-06	JAMZMM01
GCA_024178385.1	Symplocastrum sp. BBK-W-15		BBK-W-15				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6604967	Scaffold	2022-07-06	JAMZMM01
GCA_010024995.1	Synechococcaceae bacterium WB7_1C_051				WB7_1C_051		NCBI Prokaryotic Genome Annotation Pipeline	2228472	Scaffold	2020-01-31	RGFU01
GCA_010027095.1	Synechococcaceae bacterium WB9_2_170				WB9_2_170		NCBI Prokaryotic Genome Annotation Pipeline	2246384	Scaffold	2020-01-31	RGVV01
GCA_012033095.1	Synechococcaceae cyanobacterium RL_1_2				RL_1_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2878432	Scaffold	2020-04-05	JAAUPO01
GCA_012030715.1	Synechococcaceae cyanobacterium SM2_3_1				SM2_3_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4443940	Scaffold	2020-04-05	JAAUUJ01
GCA_003508015.1	Synechococcales bacterium UBA10510				UBA10510		NCBI Prokaryotic Genome Annotation Pipeline	3022684	Scaffold	2018-09-07	DNUG01
GCA_003540145.1	Synechococcales bacterium UBA12195				UBA12195		NCBI Prokaryotic Genome Annotation Pipeline	1506222	Scaffold	2018-09-10	DPNP01
GCA_003509325.1	Synechococcales bacterium UBA8138				UBA8138		NCBI Prokaryotic Genome Annotation Pipeline	1594089	Scaffold	2018-09-07	DOMQ01
GCA_003520085.1	Synechococcales bacterium UBA8647				UBA8647		NCBI Prokaryotic Genome Annotation Pipeline	1738119	Scaffold	2018-09-10	DOVM01
GCA_012032745.1	Synechococcales cyanobacterium RM1_1_8				RM1_1_8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4781764	Scaffold	2020-04-05	JAAUQQ01
GCA_016463595.1	Synechococcales cyanobacterium SupBloom_Metag_052				SupBloom_Metag_052		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1962409	Scaffold	2021-01-03	JAEMQZ01
GCF_003011125.1	Synechococcus lacustris str. Tous		Tous				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2668880	Scaffold	2018-03-19	PXVC01
GCA_003011125.1	Synechococcus lacustris str. Tous		Tous				NCBI Prokaryotic Genome Annotation Pipeline	2668880	Scaffold	2018-03-19	PXVC01
GCA_014381295.1	Synechococcus sp.				NIOZ-UU94		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1749939	Scaffold	2020-09-01	JACNLY01
GCF_002760375.1	Synechococcus sp. 60AY4M2		60AY4M2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3162818	Scaffold	2017-11-07	AUMZ01
GCA_002760375.1	Synechococcus sp. 60AY4M2		60AY4M2				NCBI Prokaryotic Genome Annotation Pipeline	3162818	Scaffold	2017-11-07	AUMZ01
GCF_002760395.1	Synechococcus sp. 63AY4M1		63AY4M1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3158777	Scaffold	2017-11-07	AUNA01
GCA_002760395.1	Synechococcus sp. 63AY4M1		63AY4M1				NCBI Prokaryotic Genome Annotation Pipeline	3158777	Scaffold	2017-11-07	AUNA01
GCF_002760475.1	Synechococcus sp. 63AY4M2		63AY4M2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3093974	Scaffold	2017-11-07	AXUX01
GCA_002760475.1	Synechococcus sp. 63AY4M2		63AY4M2				NCBI Prokaryotic Genome Annotation Pipeline	3093974	Scaffold	2017-11-07	AXUX01
GCF_002760445.1	Synechococcus sp. 65AY640		65AY640				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3161008	Scaffold	2017-11-07	AXUV01
GCA_002760445.1	Synechococcus sp. 65AY640		65AY640				NCBI Prokaryotic Genome Annotation Pipeline	3161008	Scaffold	2017-11-07	AXUV01
GCF_002760415.1	Synechococcus sp. 65AY6A5		65AY6A5				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2981827	Scaffold	2017-11-07	AXUW01
GCA_002760415.1	Synechococcus sp. 65AY6A5		65AY6A5				NCBI Prokaryotic Genome Annotation Pipeline	2981827	Scaffold	2017-11-07	AXUW01
GCF_002760345.1	Synechococcus sp. 65AY6Li		65AY6Li				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2933219	Scaffold	2017-11-07	AXZO01
GCA_002760345.1	Synechococcus sp. 65AY6Li		65AY6Li				NCBI Prokaryotic Genome Annotation Pipeline	2933219	Scaffold	2017-11-07	AXZO01
GCF_002252665.1	Synechococcus sp. 8F6		8F6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2510697	Scaffold	2017-08-15	NQKZ01
GCA_002252665.1	Synechococcus sp. 8F6		8F6					2510697	Scaffold	2017-08-15	NQKZ01
GCF_007828135.1	Synechococcus sp. Ace-Pa		Ace-Pa				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2762890	Scaffold	2019-08-02	VITZ01
GCA_007828135.1	Synechococcus sp. Ace-Pa		Ace-Pa				Annotation submitted by DOE Joint Genome Institute	2762890	Scaffold	2019-08-02	VITZ01
GCF_002721235.1	Synechococcus sp. BDU 130192		BDU 130192				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3257113	Scaffold	2017-10-25	PCGE01
GCA_002721235.1	Synechococcus sp. BDU 130192		BDU 130192					3257113	Scaffold	2017-10-25	PCGE01
GCF_000153805.1	Synechococcus sp. BL107		BL107				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2285034	Scaffold	2006-10-23	AATZ01
GCA_000153805.1	Synechococcus sp. BL107		BL107				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	2285034	Scaffold	2006-10-23	AATZ01
GCF_000515235.1	Synechococcus sp. CC9616		CC9616				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2645910	Scaffold	2014-01-07	AZXL01
GCA_000515235.1	Synechococcus sp. CC9616		CC9616					2645910	Scaffold	2014-01-07	AZXL01
GCA_024958665.1	Synechococcus sp. FGCU-3				FGCU-3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2595783	Scaffold	2022-09-05	JANWUQ01
GCF_001632105.1	Synechococcus sp. MIT S9504		MIT S9504				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3087293	Scaffold	2016-04-25	LVHT01
GCA_001632105.1	Synechococcus sp. MIT S9504		MIT S9504				Annotation submitted by MIT	3087293	Scaffold	2016-04-25	LVHT01
GCF_001632165.1	Synechococcus sp. MIT S9508		MIT S9508				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2502434	Scaffold	2016-04-25	LVHU01
GCA_001632165.1	Synechococcus sp. MIT S9508		MIT S9508				Annotation submitted by MIT	2502434	Scaffold	2016-04-25	LVHU01
GCF_001631935.1	Synechococcus sp. MIT S9509		MIT S9509				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3087928	Scaffold	2016-04-25	LVHV01
GCA_001631935.1	Synechococcus sp. MIT S9509		MIT S9509				Annotation submitted by MIT	3087928	Scaffold	2016-04-25	LVHV01
GCF_021533835.1	Synechococcus sp. Nb3U1		Nb3U1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3487976	Scaffold	2022-01-20	JAKFYQ01
GCA_021533835.1	Synechococcus sp. Nb3U1		Nb3U1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3487976	Scaffold	2022-01-20	JAKFYQ01
GCF_000155595.1	Synechococcus sp. PCC 7335		PCC 7335				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5973558	Scaffold	2008-08-15	ABRV01
GCA_000155595.1	Synechococcus sp. PCC 7335		PCC 7335				Annotation submitted by Gordon and Betty Moore Foundation Microbial Genome Sequencing Project	5973558	Scaffold	2008-08-15	ABRV01
GCF_020514285.1	Synechococcus sp. PH41509		PH41509				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2161481	Scaffold	2021-10-15	VTLD01
GCA_020514285.1	Synechococcus sp. PH41509		PH41509				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2161481	Scaffold	2021-10-15	VTLD01
GCF_000153825.1	Synechococcus sp. RS9916		RS9916				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2664873	Scaffold	2006-10-23	AAUA01
GCA_000153825.1	Synechococcus sp. RS9916		RS9916				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	2664873	Scaffold	2006-10-23	AAUA01
GCF_000153065.1	Synechococcus sp. RS9917		RS9917; RCC556				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2584918	Scaffold	2006-05-04	AANP01
GCA_000153065.1	Synechococcus sp. RS9917		RS9917; RCC556				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	2584918	Scaffold	2006-05-04	AANP01
GCA_009840445.1	Synechococcus sp. SB0662_bin_14				SB0662_bin_14		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2164299	Scaffold	2020-01-09	VXNS01
GCA_009839805.1	Synechococcus sp. SB0662_bin_45				SB0662_bin_45		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1548369	Scaffold	2020-01-09	VXPA01
GCA_009839305.1	Synechococcus sp. SB0663_bin_10				SB0663_bin_10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1608725	Scaffold	2020-01-09	VXQA01
GCA_009838425.1	Synechococcus sp. SB0664_bin_36				SB0664_bin_36		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1314215	Scaffold	2020-01-09	VXRQ01
GCA_009837735.1	Synechococcus sp. SB0665_bin_28				SB0665_bin_28		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1746472	Scaffold	2020-01-09	VXSZ01
GCA_009837265.1	Synechococcus sp. SB0666_bin_14				SB0666_bin_14		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2033085	Scaffold	2020-01-09	VXTW01
GCA_009836155.1	Synechococcus sp. SB0667_bin_8				SB0667_bin_8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1820281	Scaffold	2020-01-09	VXWB01
GCA_009836025.1	Synechococcus sp. SB0668_bin_13				SB0668_bin_13		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2161298	Scaffold	2020-01-09	VXWH01
GCA_009835965.1	Synechococcus sp. SB0668_bin_15				SB0668_bin_15		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2049233	Scaffold	2020-01-09	VXWJ01
GCA_009846095.1	Synechococcus sp. SB0669_bin_7				SB0669_bin_7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2049761	Scaffold	2020-01-09	VXYH01
GCA_009846115.1	Synechococcus sp. SB0669_bin_8				SB0669_bin_8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1871053	Scaffold	2020-01-09	VXYI01
GCA_009845825.1	Synechococcus sp. SB0670_bin_20				SB0670_bin_20		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1930695	Scaffold	2020-01-09	VXYW01
GCA_009845105.1	Synechococcus sp. SB0672_bin_10				SB0672_bin_10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1719077	Scaffold	2020-01-09	VYAE01
GCA_009844725.1	Synechococcus sp. SB0672_bin_6				SB0672_bin_6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1810019	Scaffold	2020-01-09	VYAY01
GCA_009844645.1	Synechococcus sp. SB0673_bin_10				SB0673_bin_10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1857244	Scaffold	2020-01-09	VYBD01
GCA_009843485.1	Synechococcus sp. SB0675_bin_6				SB0675_bin_6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2111169	Scaffold	2020-01-09	VYDJ01
GCA_009843455.1	Synechococcus sp. SB0675_bin_7				SB0675_bin_7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2236833	Scaffold	2020-01-09	VYDK01
GCA_009843385.1	Synechococcus sp. SB0676_bin_10				SB0676_bin_10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1864972	Scaffold	2020-01-09	VYDO01
GCA_009842265.1	Synechococcus sp. SB0677_bin_5				SB0677_bin_5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2204380	Scaffold	2020-01-09	VYFS01
GCA_009842105.1	Synechococcus sp. SB0678_bin_12				SB0678_bin_12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2008295	Scaffold	2020-01-09	VYGA01
GCA_016462855.1	Synechococcus sp. SupBloom_Metag_053				SupBloom_Metag_053		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1513266	Scaffold	2021-01-03	JAEMSK01
GCA_003526105.1	Synechococcus sp. UBA8071				UBA8071		NCBI Prokaryotic Genome Annotation Pipeline	1261302	Scaffold	2018-09-10	DQAX01
GCA_003523965.1	Synechococcus sp. UBA8638				UBA8638		NCBI Prokaryotic Genome Annotation Pipeline	1445197	Scaffold	2018-09-07	DOFR01
GCA_003539795.1	Synechococcus sp. UBA9887				UBA9887		NCBI Prokaryotic Genome Annotation Pipeline	1906611	Scaffold	2018-09-10	DPOG01
GCF_000153045.1	Synechococcus sp. WH 5701		WH 5701				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3280236	Scaffold	2006-05-04	AANO01
GCA_000153045.1	Synechococcus sp. WH 5701		WH 5701				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	3280236	Scaffold	2006-05-04	AANO01
GCF_000153285.1	Synechococcus sp. WH 7805		WH 7805				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2627046	Scaffold	2006-05-04	AAOK01
GCA_000153285.1	Synechococcus sp. WH 7805		WH 7805				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	2627046	Scaffold	2006-05-04	AAOK01
GCA_015207515.1	Synechocystis salina LEGE 06155		LEGE 06155				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4186811	Scaffold	2020-11-02	JADEWS01
GCF_011392055.1	Synechocystis sp. PCC 6803		PCC 6803				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3915690	Scaffold	2020-03-17	JAABOT01
GCA_011392055.1	Synechocystis sp. PCC 6803		PCC 6803				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3915690	Scaffold	2020-03-17	JAABOT01
GCF_000332075.2	Synechocystis sp. PCC 7509		PCC 7509				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4908825	Scaffold	2014-02-06	ALVU02
GCA_000332075.2	Synechocystis sp. PCC 7509		PCC 7509					4908825	Scaffold	2014-02-06	ALVU02
GCF_022848905.1	Thermostichus vulcanus str. 'Rupite'		Rupite				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3717564	Scaffold	2022-04-08	JAFIRA01
GCA_022848905.1	Thermostichus vulcanus str. 'Rupite'		Rupite				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3717564	Scaffold	2022-04-08	JAFIRA01
GCA_022402525.1	Thermosynechococcaceae cyanobacterium MS004				MS004		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4931563	Scaffold	2022-02-27	JAKRSB01
GCF_000760695.4	Tolypothrix bouteillei VB521301		VB521301				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9949079	Scaffold	2020-04-06	JHEG04
GCA_000760695.4	Tolypothrix bouteillei VB521301		VB521301				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9949079	Scaffold	2020-04-06	JHEG04
GCF_002218085.1	Tolypothrix sp. NIES-4075		NIES-4075				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8254440	Scaffold	2017-06-23	BDUC01
GCA_002218085.1	Tolypothrix sp. NIES-4075		NIES-4075				Annotation submitted by Toyohashi University of Technology	8254440	Scaffold	2017-06-23	BDUC01
GCF_000300115.1	Tolypothrix sp. PCC 7601		UTEX B 481				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9975142	Scaffold	2012-09-28	AGCR01
GCA_000300115.1	Tolypothrix sp. PCC 7601		UTEX B 481				Annotation submitted by The Genome Institute	9975142	Scaffold	2012-09-28	AGCR01
GCF_018457135.1	Trichodesmium erythraeum GBRTRLIN201				GBRTRLIN201		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7221323	Scaffold	2021-05-24	JAGGDU01
GCA_018457135.1	Trichodesmium erythraeum GBRTRLIN201				GBRTRLIN201		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7221323	Scaffold	2021-05-24	JAGGDU01
GCA_022448615.1	Trichodesmium sp. ALOHA_ZT_67				ALOHA_ZT_67		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6926000	Scaffold	2022-03-02	JAKVCZ01
GCA_023356555.1	Trichodesmium sp. MAG_R01				MAG_R01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6640707	Scaffold	2022-05-12	JAKQYD01
GCA_023356605.1	Trichodesmium sp. MAG_R02				MAG_R02		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6769329	Scaffold	2022-05-12	JAKQYE01
GCA_023356535.1	Trichodesmium sp. MAG_R03				MAG_R03		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5840652	Scaffold	2022-05-12	JAKQYF01
GCA_023356515.1	Trichodesmium sp. MAG_R04				MAG_R04		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4176259	Scaffold	2022-05-12	JAKQYG01
GCF_001858025.1	Trichormus sp. NMC-1		NMC-1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5938148	Scaffold	2016-10-31	LZQD01
GCA_001858025.1	Trichormus sp. NMC-1		NMC-1					5938148	Scaffold	2016-10-31	LZQD01
GCF_014222145.1	Trichormus variabilis 9RC		9RC				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7080589	Scaffold	2020-08-17	JACKZT01
GCA_014222145.1	Trichormus variabilis 9RC		9RC				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7080589	Scaffold	2020-08-17	JACKZT01
GCF_014222135.1	Trichormus variabilis ARAD		ARAD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7009083	Scaffold	2020-08-17	JACKZO01
GCA_014222135.1	Trichormus variabilis ARAD		ARAD				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7009083	Scaffold	2020-08-17	JACKZO01
GCF_014222245.1	Trichormus variabilis FSR		FSR				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6917910	Scaffold	2020-08-17	JACKZQ01
GCA_014222245.1	Trichormus variabilis FSR		FSR				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6917910	Scaffold	2020-08-17	JACKZQ01
GCF_014222155.1	Trichormus variabilis N2B		N2B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7021454	Scaffold	2020-08-17	JACKZP01
GCA_014222155.1	Trichormus variabilis N2B		N2B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7021454	Scaffold	2020-08-17	JACKZP01
GCF_014222225.1	Trichormus variabilis PNB		PNB				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6977537	Scaffold	2020-08-17	JACKZM01
GCA_014222225.1	Trichormus variabilis PNB		PNB				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6977537	Scaffold	2020-08-17	JACKZM01
GCF_003991935.1	Trichormus variabilis SAG 1403-4b		SAG 1403-4b				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6007308	Scaffold	2019-01-04	RSCM01
