Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCA_012034795.1	Leptolyngbyaceae cyanobacterium CRU_2_3				CRU_2_3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4188401	Contig	2020-04-06	JAAUOQ01
GCA_012034655.1	Leptolyngbyaceae cyanobacterium CSU_1_3				CSU_1_3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6317719	Contig	2020-04-06	JAAUOZ01
GCA_012034615.1	Leptolyngbyaceae cyanobacterium CSU_1_4				CSU_1_4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4885349	Contig	2020-04-06	JAAUPA01
GCA_023511615.1	Leptolyngbyaceae cyanobacterium HOT.MB2.61				HOT.MB2.61		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5287283	Contig	2022-05-19	JAIMBL01
GCA_014378945.1	Leptolyngbyaceae cyanobacterium LF-bin-113				LF-bin-113		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3858182	Contig	2020-09-01	JACMMT01
GCA_014377325.1	Leptolyngbyaceae cyanobacterium LF-bin-369				LF-bin-369		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2299859	Contig	2020-09-01	JACMPV01
GCA_015296075.1	Leptolyngbyaceae cyanobacterium M33_DOE_097				M33_DOE_097		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6960501	Contig	2020-11-09	DVDV01
GCA_015295885.1	Leptolyngbyaceae cyanobacterium M65_K2018_010				M65_K2018_010		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3894895	Contig	2020-11-09	DVEE01
GCA_019634055.1	Leptolyngbyaceae cyanobacterium MAG.088				MAG.088		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5110706	Contig	2021-08-16	JAHQVZ01
GCA_012032345.1	Leptolyngbyaceae cyanobacterium RM1_1_2				RM1_1_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4875230	Contig	2020-04-05	JAAUQI01
GCA_012033405.1	Leptolyngbyaceae cyanobacterium RM1_405_57				RM1_405_57		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1600779	Contig	2020-04-05	JAAUQY01
GCA_012033355.1	Leptolyngbyaceae cyanobacterium RM1_406_9				RM1_406_9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5473280	Contig	2020-04-05	JAAUQZ01
GCA_012032335.1	Leptolyngbyaceae cyanobacterium RM2_2_21				RM2_2_21		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1250993	Contig	2020-04-05	JAAURF01
GCA_012033305.1	Leptolyngbyaceae cyanobacterium RM2_2_4				RM2_2_4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5954415	Contig	2020-04-05	JAAURG01
GCA_012034055.1	Leptolyngbyaceae cyanobacterium RU_5_1				RU_5_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5602015	Contig	2020-04-05	JAAUSG01
GCA_012032635.1	Leptolyngbyaceae cyanobacterium SL_1_1				SL_1_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4817675	Contig	2020-04-05	JAAUSN01
GCA_012032515.1	Leptolyngbyaceae cyanobacterium SL_5_14				SL_5_14		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3887251	Contig	2020-04-05	JAAUSS01
GCA_012032525.1	Leptolyngbyaceae cyanobacterium SL_7_1				SL_7_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4825129	Contig	2020-04-05	JAAUSV01
GCA_012031865.1	Leptolyngbyaceae cyanobacterium SM1_1_3				SM1_1_3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4778082	Contig	2020-04-05	JAAUTA01
GCA_012031475.1	Leptolyngbyaceae cyanobacterium SM1_3_5				SM1_3_5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4905584	Contig	2020-04-05	JAAUTJ01
GCA_012031415.1	Leptolyngbyaceae cyanobacterium SM1_4_3				SM1_4_3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7790558	Contig	2020-04-05	JAAUTN01
GCA_012031115.1	Leptolyngbyaceae cyanobacterium SM2_3_12				SM2_3_12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2120185	Contig	2020-04-05	JAAUUK01
GCA_012031045.1	Leptolyngbyaceae cyanobacterium SM2_5_2				SM2_5_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4809463	Contig	2020-04-05	JAAUUR01
GCA_015272155.1	Leptolyngbyaceae cyanobacterium T60_A2020_046				T60_A2020_046		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4202921	Contig	2020-11-06	JACYME01
GCF_000173555.1	Limnospira maxima CS-328		CS-328				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6003314	Contig	2008-10-15	ABYK01
GCA_000173555.1	Limnospira maxima CS-328		CS-328				Annotation submitted by US DOE Joint Genome Institute (JGI-PGF)	6003314	Contig	2008-10-15	ABYK01
GCA_001913845.2	Limnothrix sp. CACIAM 69d				CACIAM 69d		NCBI Prokaryotic Genome Annotation Pipeline	4572073	Contig	2018-08-22	MKGP02
GCF_014696485.1	Limnothrix sp. FACHB-1083		FACHB-1083				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4591790	Contig	2020-09-22	JACJQD01
GCA_014696485.1	Limnothrix sp. FACHB-1083		FACHB-1083				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4591790	Contig	2020-09-22	JACJQD01
GCF_014696455.1	Limnothrix sp. FACHB-1088		FACHB-1088				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4592266	Contig	2020-09-22	JACJQE01
GCA_014696455.1	Limnothrix sp. FACHB-1088		FACHB-1088				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4592266	Contig	2020-09-22	JACJQE01
GCF_014698235.1	Limnothrix sp. FACHB-406		FACHB-406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4496824	Contig	2020-09-22	JACJSP01
GCA_014698235.1	Limnothrix sp. FACHB-406		FACHB-406				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4496824	Contig	2020-09-22	JACJSP01
GCF_014698215.1	Limnothrix sp. FACHB-708		FACHB-708				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4497870	Contig	2020-09-22	JACJSO01
GCA_014698215.1	Limnothrix sp. FACHB-708		FACHB-708				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4497870	Contig	2020-09-22	JACJSO01
GCF_014698135.1	Limnothrix sp. FACHB-881		FACHB-881				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4499549	Contig	2020-09-22	JACJSN01
GCA_014698135.1	Limnothrix sp. FACHB-881		FACHB-881				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4499549	Contig	2020-09-22	JACJSN01
GCF_015207425.1	Lusitaniella coriacea LEGE 07157		LEGE 07157				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5864958	Contig	2020-11-02	JADEWZ01
GCA_015207425.1	Lusitaniella coriacea LEGE 07157		LEGE 07157				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5864958	Contig	2020-11-02	JADEWZ01
GCF_000478195.2	Lyngbya aestuarii BL J		BL J				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6867625	Contig	2013-10-21	AUZM01
GCA_000478195.2	Lyngbya aestuarii BL J		BL J				Annotation submitted by Arizona State University	6867625	Contig	2013-10-21	AUZM01
GCA_019359375.1	Lyngbya sp. HA4199-MV5				HA4199-MV5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6912620	Contig	2021-07-27	JAHHHL01
GCF_000169095.1	Lyngbya sp. PCC 8106		PCC 8106				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7037511	Contig	2006-12-15	AAVU01
GCA_000169095.1	Lyngbya sp. PCC 8106		PCC 8106				Annotation submitted by The Gordon and Betty Moore Foundation Marine Microbiology Initiative	7037511	Contig	2006-12-15	AAVU01
GCF_001456025.1	Mastigocoleus testarum BC008		BC008				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	12700239	Contig	2015-12-03	LMTZ01
GCA_001456025.1	Mastigocoleus testarum BC008		BC008				NCBI Prokaryotic Genome Annotation Pipeline	12700239	Contig	2015-12-03	LMTZ01
GCF_003003775.1	Merismopedia glauca CCAP 1448/3		CCAP 1448/3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5204926	Contig	2018-03-15	PVWJ01
GCA_003003775.1	Merismopedia glauca CCAP 1448/3		CCAP 1448/3				NCBI Prokaryotic Genome Annotation Pipeline	5204926	Contig	2018-03-15	PVWJ01
GCA_010672605.1	Merismopedia sp. SIO2A8				SIO2A8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7457562	Contig	2020-02-16	JAAHGG01
GCA_012035135.1	Microcoleus sp. CSU_2_2				CSU_2_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5433396	Contig	2020-04-06	JAAUPI01
GCF_014696155.1	Microcoleus sp. FACHB-1		FACHB-1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7561206	Contig	2020-09-22	JACJPR01
GCA_014696155.1	Microcoleus sp. FACHB-1		FACHB-1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7561206	Contig	2020-09-22	JACJPR01
GCF_014696105.1	Microcoleus sp. FACHB-1515		FACHB-1515				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5785258	Contig	2020-09-22	JACJPO01
GCA_014696105.1	Microcoleus sp. FACHB-1515		FACHB-1515				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5785258	Contig	2020-09-22	JACJPO01
GCF_014695895.1	Microcoleus sp. FACHB-53		FACHB-53				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7749374	Contig	2020-09-22	JACJPD01
GCA_014695895.1	Microcoleus sp. FACHB-53		FACHB-53				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7749374	Contig	2020-09-22	JACJPD01
GCF_014695725.1	Microcoleus sp. FACHB-672		FACHB-672				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6374236	Contig	2020-09-22	JACJOU01
GCA_014695725.1	Microcoleus sp. FACHB-672		FACHB-672				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6374236	Contig	2020-09-22	JACJOU01
GCF_014695715.1	Microcoleus sp. FACHB-68		FACHB-68				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6526090	Contig	2020-09-22	JACJOT01
GCA_014695715.1	Microcoleus sp. FACHB-68		FACHB-68				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6526090	Contig	2020-09-22	JACJOT01
GCF_014695585.1	Microcoleus sp. FACHB-831		FACHB-831				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6420582	Contig	2020-09-22	JACJON01
GCA_014695585.1	Microcoleus sp. FACHB-831		FACHB-831				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6420582	Contig	2020-09-22	JACJON01
GCF_014849525.1	Microcoleus sp. FACHB-SPT15		FACHB-SPT15				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7522397	Contig	2020-09-22	JACJNU01
GCA_014849525.1	Microcoleus sp. FACHB-SPT15		FACHB-SPT15				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7522397	Contig	2020-09-22	JACJNU01
GCF_015207455.1	Microcoleus sp. LEGE 07076		LEGE 07076				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6796505	Contig	2020-11-02	JADEWV01
GCA_015207455.1	Microcoleus sp. LEGE 07076		LEGE 07076				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6796505	Contig	2020-11-02	JADEWV01
GCA_012031535.1	Microcoleus sp. SM1_3_4				SM1_3_4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6278962	Contig	2020-04-05	JAAUTI01
GCA_012030855.1	Microcoleus sp. SU_5_6				SU_5_6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6325934	Contig	2020-04-05	JAAUVE01
GCA_019359355.1	Microcoleus vaginatus WJT46-NPBG5				WJT46-NPBG5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6457322	Contig	2021-07-27	JAHHHM01
GCF_014218745.1	Microcystis aeruginosa BLCC-F108		BLCCF108				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5037850	Contig	2020-08-17	JACEGB01
GCA_014218745.1	Microcystis aeruginosa BLCC-F108		BLCCF108				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5037850	Contig	2020-08-17	JACEGB01
GCF_014218765.1	Microcystis aeruginosa BLCC-F158		BLCC-F158				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5168077	Contig	2020-08-17	JACEGC01
GCA_014218765.1	Microcystis aeruginosa BLCC-F158		BLCC-F158				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5168077	Contig	2020-08-17	JACEGC01
GCA_001706385.1	Microcystis aeruginosa CACIAM 03		CACIAM 03				NCBI Prokaryotic Genome Annotation Pipeline	5029889	Contig	2016-08-17	MCIH01
GCF_008757435.1	Microcystis aeruginosa EAWAG127a		EAWAG127a				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4967080	Contig	2019-09-30	SRLN01
GCA_008757435.1	Microcystis aeruginosa EAWAG127a		EAWAG127a				NCBI Prokaryotic Genome Annotation Pipeline	4967080	Contig	2019-09-30	SRLN01
GCF_000332585.1	Microcystis aeruginosa FACHB-905 = DIANCHI905		DIANCHI905				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4858867	Contig	2013-01-22	AOCI01
GCA_000332585.1	Microcystis aeruginosa FACHB-905 = DIANCHI905		DIANCHI905				Annotation submitted by Institute of Hydrobiology, Chinese Academy of Sciences	4858867	Contig	2013-01-22	AOCI01
GCF_002025445.1	Microcystis aeruginosa KW		KW				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5889430	Contig	2017-03-13	MVGR01
GCA_002025445.1	Microcystis aeruginosa KW		KW				NCBI Prokaryotic Genome Annotation Pipeline	5889430	Contig	2017-03-13	MVGR01
GCF_015207885.1	Microcystis aeruginosa LEGE 00239		LEGE 00239				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5071864	Contig	2020-11-02	JADEVY01
GCA_015207885.1	Microcystis aeruginosa LEGE 00239		LEGE 00239				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5071864	Contig	2020-11-02	JADEVY01
GCF_015207115.1	Microcystis aeruginosa LEGE 11464		LEGE 11464				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4768015	Contig	2020-11-02	JADEXM01
GCA_015207115.1	Microcystis aeruginosa LEGE 11464		LEGE 11464				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4768015	Contig	2020-11-02	JADEXM01
GCF_015206885.1	Microcystis aeruginosa LEGE 91341		LEGE 91341				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4485075	Contig	2020-11-02	JADEXY01
GCA_015206885.1	Microcystis aeruginosa LEGE 91341		LEGE 91341				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4485075	Contig	2020-11-02	JADEXY01
GCA_009995855.1	Microcystis aeruginosa LL11-07				LL11-07		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5150581	Contig	2020-01-29	JAADBI01
GCA_007095595.1	Microcystis aeruginosa Ma_AC_P_19900807_S299				Ma_AC_P_19900807_S299		NCBI Prokaryotic Genome Annotation Pipeline	4141039	Contig	2019-07-17	SFBU01
GCA_007095695.1	Microcystis aeruginosa Ma_AC_P_19900807_S300				Ma_AC_P_19900807_S300		NCBI Prokaryotic Genome Annotation Pipeline	4512000	Contig	2019-07-17	SFBP01
GCA_007095755.1	Microcystis aeruginosa Ma_MB_F_20061100_S19				Ma_MB_F_20061100_S19		NCBI Prokaryotic Genome Annotation Pipeline	4678010	Contig	2019-07-17	SFBM01
GCA_007095745.1	Microcystis aeruginosa Ma_MB_F_20061100_S19D				Ma_MB_F_20061100_S19D		NCBI Prokaryotic Genome Annotation Pipeline	4718990	Contig	2019-07-17	SFBN01
GCA_007095885.1	Microcystis aeruginosa Ma_MB_F_20061100_S20				Ma_MB_F_20061100_S20		NCBI Prokaryotic Genome Annotation Pipeline	4425942	Contig	2019-07-17	SFBG01
GCA_007095855.1	Microcystis aeruginosa Ma_MB_F_20061100_S20D				Ma_MB_F_20061100_S20D		NCBI Prokaryotic Genome Annotation Pipeline	4504533	Contig	2019-07-17	SFBH01
GCA_007095845.1	Microcystis aeruginosa Ma_MB_S_20031200_S102				Ma_MB_S_20031200_S102		NCBI Prokaryotic Genome Annotation Pipeline	4569153	Contig	2019-07-17	SFBI01
GCA_007095795.1	Microcystis aeruginosa Ma_MB_S_20031200_S102D				Ma_MB_S_20031200_S102D		NCBI Prokaryotic Genome Annotation Pipeline	4635690	Contig	2019-07-17	SFBJ01
GCA_007095665.1	Microcystis aeruginosa Ma_OC_H_19870700_S124				Ma_OC_H_19870700_S124		NCBI Prokaryotic Genome Annotation Pipeline	4357516	Contig	2019-07-17	SFBR01
GCA_007095685.1	Microcystis aeruginosa Ma_OC_LR_19540900_S633				Ma_OC_LR_19540900_S633		NCBI Prokaryotic Genome Annotation Pipeline	4728333	Contig	2019-07-17	SFBQ01
GCA_007095805.1	Microcystis aeruginosa Ma_QC_B_20070730_S2				Ma_QC_B_20070730_S2		NCBI Prokaryotic Genome Annotation Pipeline	4666806	Contig	2019-07-17	SFBK01
GCA_007095475.1	Microcystis aeruginosa Ma_QC_C_20070703_M131				Ma_QC_C_20070703_M131		NCBI Prokaryotic Genome Annotation Pipeline	4881837	Contig	2019-07-17	SFCA01
GCA_007096015.1	Microcystis aeruginosa Ma_QC_C_20070823_S13				Ma_QC_C_20070823_S13		NCBI Prokaryotic Genome Annotation Pipeline	4358789	Contig	2019-07-17	SFBA01
GCA_007095965.1	Microcystis aeruginosa Ma_QC_C_20070823_S13D				Ma_QC_C_20070823_S13D		NCBI Prokaryotic Genome Annotation Pipeline	4379409	Contig	2019-07-17	SFBB01
GCA_007095895.1	Microcystis aeruginosa Ma_QC_Ca_00000000_S207				Ma_QC_Ca_00000000_S207		NCBI Prokaryotic Genome Annotation Pipeline	4178945	Contig	2019-07-17	SFBF01
GCA_007095925.1	Microcystis aeruginosa Ma_QC_Ch_20071001_M135				Ma_QC_Ch_20071001_M135		NCBI Prokaryotic Genome Annotation Pipeline	4744234	Contig	2019-07-17	SFBC01
GCA_007095935.1	Microcystis aeruginosa Ma_QC_Ch_20071001_S25				Ma_QC_Ch_20071001_S25		NCBI Prokaryotic Genome Annotation Pipeline	4274717	Contig	2019-07-17	SFBD01
GCA_007095915.1	Microcystis aeruginosa Ma_QC_Ch_20071001_S25D				Ma_QC_Ch_20071001_S25D		NCBI Prokaryotic Genome Annotation Pipeline	4611470	Contig	2019-07-17	SFBE01
GCA_007095785.1	Microcystis aeruginosa Ma_SC_T_19800800_S464				Ma_SC_T_19800800_S464		NCBI Prokaryotic Genome Annotation Pipeline	4771055	Contig	2019-07-17	SFBL01
GCF_009811815.1	Microcystis aeruginosa NIES-3787		NIES-3787				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4378226	Contig	2019-12-25	BJCH01
GCA_009811815.1	Microcystis aeruginosa NIES-3787		NIES-3787				Annotation submitted by National Institute for Environmental Studies	4378226	Contig	2019-12-25	BJCH01
GCF_009811835.1	Microcystis aeruginosa NIES-3804		NIES-3804				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4524637	Contig	2019-12-25	BJCI01
GCA_009811835.1	Microcystis aeruginosa NIES-3804		NIES-3804				Annotation submitted by National Institute for Environmental Studies	4524637	Contig	2019-12-25	BJCI01
GCF_009811855.1	Microcystis aeruginosa NIES-3806		NIES-3806				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4522702	Contig	2019-12-25	BJCJ01
GCA_009811855.1	Microcystis aeruginosa NIES-3806		NIES-3806				Annotation submitted by National Institute for Environmental Studies	4522702	Contig	2019-12-25	BJCJ01
GCF_009811875.1	Microcystis aeruginosa NIES-3807		NIES-3807				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4370004	Contig	2019-12-25	BJCK01
GCA_009811875.1	Microcystis aeruginosa NIES-3807		NIES-3807				Annotation submitted by National Institute for Environmental Studies	4370004	Contig	2019-12-25	BJCK01
GCF_000787675.1	Microcystis aeruginosa NIES-44		NIES-44				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4565323	Contig	2014-11-12	BBPA01
GCA_000787675.1	Microcystis aeruginosa NIES-44		NIES-44				Annotation submitted by Akita Prefectural University	4565323	Contig	2014-11-12	BBPA01
GCF_001885655.1	Microcystis aeruginosa NaRes975		NaRes975				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5117533	Contig	2016-11-25	MOLN01
GCA_001885655.1	Microcystis aeruginosa NaRes975		NaRes975					5117533	Contig	2016-11-25	MOLN01
GCF_000599945.1	Microcystis aeruginosa PCC 7005		PCC 7005				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4906446	Contig	2014-03-25	AQPY01
GCA_000599945.1	Microcystis aeruginosa PCC 7005		PCC 7005					4906446	Contig	2014-03-25	AQPY01
GCA_014946735.1	Microcystis aeruginosa PMC 728.11				PMC 728.11		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5535882	Contig	2020-10-26	JADCRC01
GCF_000412595.1	Microcystis aeruginosa SPC777		SPC777				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5454996	Contig	2013-06-19	ASZQ01
GCA_000412595.1	Microcystis aeruginosa SPC777		SPC777				Annotation submitted by University of Sao Paulo	5454996	Contig	2013-06-19	ASZQ01
GCA_009995725.1	Microcystis aeruginosa SX13-11				SX13-11		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5088571	Contig	2020-01-29	JAADBO01
GCF_000330925.1	Microcystis aeruginosa TAIHU98		TAIHU98				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4849611	Contig	2013-01-03	ANKQ01
GCA_000330925.1	Microcystis aeruginosa TAIHU98		TAIHU98				Annotation submitted by Institute of Hydrobiology, Chinese Academy of Sciences	4849611	Contig	2013-01-03	ANKQ01
GCF_014698445.1	Microcystis elabens FACHB-917		FACHB-917				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3678223	Contig	2020-09-22	JACJSZ01
GCA_014698445.1	Microcystis elabens FACHB-917		FACHB-917				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3678223	Contig	2020-09-22	JACJSZ01
GCF_014698375.1	Microcystis flos-aquae FACHB-1344		FACHB-1344				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5257036	Contig	2020-09-22	JACJSW01
GCA_014698375.1	Microcystis flos-aquae FACHB-1344		FACHB-1344				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5257036	Contig	2020-09-22	JACJSW01
GCA_007095615.1	Microcystis flos-aquae Ma_QC_C_20070823_S18				Ma_QC_C_20070823_S18		NCBI Prokaryotic Genome Annotation Pipeline	3196148	Contig	2019-07-17	SFBS01
GCA_007095605.1	Microcystis flos-aquae Ma_QC_C_20070823_S18D				Ma_QC_C_20070823_S18D		NCBI Prokaryotic Genome Annotation Pipeline	4694014	Contig	2019-07-17	SFBT01
GCA_007096665.1	Microcystis flos-aquae Mf_QC_C_20070823_S10				Mf_QC_C_20070823_S10		NCBI Prokaryotic Genome Annotation Pipeline	4659244	Contig	2019-07-17	SFAL01
GCA_007096625.1	Microcystis flos-aquae Mf_QC_C_20070823_S10D				Mf_QC_C_20070823_S10D		NCBI Prokaryotic Genome Annotation Pipeline	4632803	Contig	2019-07-17	SFAM01
GCA_007096705.1	Microcystis flos-aquae Mf_QC_C_20070823_S20				Mf_QC_C_20070823_S20		NCBI Prokaryotic Genome Annotation Pipeline	4650850	Contig	2019-07-17	SFAI01
GCA_007096715.1	Microcystis flos-aquae Mf_QC_C_20070823_S20D				Mf_QC_C_20070823_S20D		NCBI Prokaryotic Genome Annotation Pipeline	4650234	Contig	2019-07-17	SFAJ01
GCA_007096675.1	Microcystis flos-aquae Mf_QC_C_20070823_S20T				Mf_QC_C_20070823_S20T		NCBI Prokaryotic Genome Annotation Pipeline	4655702	Contig	2019-07-17	SFAK01
GCA_007096595.1	Microcystis flos-aquae Mf_WU_F_19750830_S460				Mf_WU_F_19750830_S460		NCBI Prokaryotic Genome Annotation Pipeline	4159678	Contig	2019-07-17	SFAN01
GCA_003390815.1	Microcystis flos-aquae TF09				TF09		NCBI Prokaryotic Genome Annotation Pipeline	5100068	Contig	2018-08-14	QQWC01
GCA_007096045.1	Microcystis novacekii Mn_MB_F_20050700_S1				Mn_MB_F_20050700_S1		NCBI Prokaryotic Genome Annotation Pipeline	4698201	Contig	2019-07-17	SFAU01
GCA_007096485.1	Microcystis novacekii Mn_MB_F_20050700_S1D				Mn_MB_F_20050700_S1D		NCBI Prokaryotic Genome Annotation Pipeline	4788557	Contig	2019-07-17	SFAV01
GCA_007096815.1	Microcystis panniformis Mp_GB_SS_20050300_S99				Mp_GB_SS_20050300_S99		NCBI Prokaryotic Genome Annotation Pipeline	4622124	Contig	2019-07-17	SFAE01
GCA_007096775.1	Microcystis panniformis Mp_GB_SS_20050300_S99D				Mp_GB_SS_20050300_S99D		NCBI Prokaryotic Genome Annotation Pipeline	4755025	Contig	2019-07-17	SFAF01
GCA_007096905.1	Microcystis panniformis Mp_MB_F_20051200_S6				Mp_MB_F_20051200_S6		NCBI Prokaryotic Genome Annotation Pipeline	4636995	Contig	2019-07-17	SFAA01
GCA_007096895.1	Microcystis panniformis Mp_MB_F_20051200_S6D				Mp_MB_F_20051200_S6D		NCBI Prokaryotic Genome Annotation Pipeline	4778625	Contig	2019-07-17	SFAB01
GCA_007096865.1	Microcystis panniformis Mp_MB_F_20051200_S9				Mp_MB_F_20051200_S9		NCBI Prokaryotic Genome Annotation Pipeline	4507580	Contig	2019-07-17	SFAC01
GCA_007096805.1	Microcystis panniformis Mp_MB_F_20051200_S9D				Mp_MB_F_20051200_S9D		NCBI Prokaryotic Genome Annotation Pipeline	4788160	Contig	2019-07-17	SFAD01
